web-scraper-order;Pages;pages;web-scraper-start-url;vetements_links;vetements_links-href;types_habits;prix;adresse;image_lien-src
1707810272-500;15;15;https://sn.coinafrique.com/categorie/vetements-enfants?page=15;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/tunique-enfant-2188090;Tunique enfant;Prix sur demande;Grand Yoff, Dakar, Sénégal;https://images.coinafrique.com/thumb_2188090_uploaded_image1_1590683954.jpg
1707810278-501;15;15;https://sn.coinafrique.com/categorie/vetements-enfants?page=15;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2189905;Vêtements enfants;4 500 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_3453271_uploaded_image1_1637794848.jpg
1707810284-502;15;15;https://sn.coinafrique.com/categorie/vetements-enfants?page=15;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2189909;Vêtements enfants;4 500 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_3453271_uploaded_image1_1637794848.jpg
1707810289-503;15;15;https://sn.coinafrique.com/categorie/vetements-enfants?page=15;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2189912;Vêtements enfants;3 500 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_3453271_uploaded_image1_1637794848.jpg
1707810296-504;15;15;https://sn.coinafrique.com/categorie/vetements-enfants?page=15;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/chemises-enfants-2189914;Chemises enfants;3 500 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2189914_uploaded_image1_1590707777.jpg
1707810302-505;15;15;https://sn.coinafrique.com/categorie/vetements-enfants?page=15;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robes-pour-enfants-2189919;Robes pour enfants;Prix sur demande;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_4153017_uploaded_image1_1680040477.jpg
1707810308-506;15;15;https://sn.coinafrique.com/categorie/vetements-enfants?page=15;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-2190410;Robe enfant;10 000 CFA;Hann Bel-Air, Dakar, Sénégal;https://images.coinafrique.com/thumb_2749797_uploaded_image1_1604936502.jpg
1707810313-507;15;15;https://sn.coinafrique.com/categorie/vetements-enfants?page=15;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2196443;Vêtements enfants;4 500 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_3453271_uploaded_image1_1637794848.jpg
1707810322-508;15;15;https://sn.coinafrique.com/categorie/vetements-enfants?page=15;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-t-shirt-culotte-2196448;Ensemble t-shirt + culotte;4 500 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2196450_uploaded_image1_1590795691.jpg
1707810328-509;15;15;https://sn.coinafrique.com/categorie/vetements-enfants?page=15;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-t-shirt-culotte-2196450;Ensemble t-shirt + culotte;4 500 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_2196450_uploaded_image1_1590795691.jpg
1707810333-510;15;15;https://sn.coinafrique.com/categorie/vetements-enfants?page=15;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfants-2196452;Ensemble pour enfants;4 500 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_4512928_uploaded_image1_1703449636.jpg
1707810339-511;15;15;https://sn.coinafrique.com/categorie/vetements-enfants?page=15;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2196455;Vêtements enfants;4 500 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_3453271_uploaded_image1_1637794848.jpg
1707810344-512;15;15;https://sn.coinafrique.com/categorie/vetements-enfants?page=15;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfants-2196460;Ensemble pour enfants;4 500 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_4512928_uploaded_image1_1703449636.jpg
1707810352-513;15;15;https://sn.coinafrique.com/categorie/vetements-enfants?page=15;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/pour-enfants-2196462;Pour enfants;4 500 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_4512928_uploaded_image1_1703449636.jpg
1707810358-514;15;15;https://sn.coinafrique.com/categorie/vetements-enfants?page=15;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robe-fille-2196466;Robe fille;3 500 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_3853493_uploaded_image1_1661883220.jpg
1707810364-515;15;15;https://sn.coinafrique.com/categorie/vetements-enfants?page=15;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robe-fille-2196469;Robe fille;3 500 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_3853493_uploaded_image1_1661883220.jpg
1707810369-516;15;15;https://sn.coinafrique.com/categorie/vetements-enfants?page=15;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robe-2196473;Robe;3 500 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_4153017_uploaded_image1_1680040477.jpg
1707810375-517;15;15;https://sn.coinafrique.com/categorie/vetements-enfants?page=15;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2196569;Vêtements enfants;6 500 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_3453271_uploaded_image1_1637794848.jpg
1707810380-518;15;15;https://sn.coinafrique.com/categorie/vetements-enfants?page=15;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-vetements-enfant-2196570;Ensemble vêtements enfant;6 500 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_3774517_uploaded_image1_1657107012.jpg
1707810387-519;15;15;https://sn.coinafrique.com/categorie/vetements-enfants?page=15;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-vetements-enfant-2196573;Ensemble vêtements enfant;6 500 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_3774517_uploaded_image1_1657107012.jpg
1707810393-520;15;15;https://sn.coinafrique.com/categorie/vetements-enfants?page=15;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-2196574;Ensemble enfant;6 500 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_4512928_uploaded_image1_1703449636.jpg
1707810398-521;15;15;https://sn.coinafrique.com/categorie/vetements-enfants?page=15;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-vetements-enfant-2196576;Ensemble vêtements enfant;4 500 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_3774517_uploaded_image1_1657107012.jpg
1707810404-522;15;15;https://sn.coinafrique.com/categorie/vetements-enfants?page=15;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-pour-enfants-de-1-a-15ans-2200124;Vêtements pour enfants de 1 à 15ans;6 000 CFA;Sicap Liberté, Dakar, Sénégal;
1707810409-523;15;15;https://sn.coinafrique.com/categorie/vetements-enfants?page=15;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2201843;Vêtements enfants;4 500 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_3453271_uploaded_image1_1637794848.jpg
1707810415-524;15;15;https://sn.coinafrique.com/categorie/vetements-enfants?page=15;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2201847;Vêtements enfants;Prix sur demande;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_3453271_uploaded_image1_1637794848.jpg
1707810421-525;15;15;https://sn.coinafrique.com/categorie/vetements-enfants?page=15;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2201848;Vêtements enfants;4 500 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_3453271_uploaded_image1_1637794848.jpg
1707810428-526;15;15;https://sn.coinafrique.com/categorie/vetements-enfants?page=15;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/complet-bebe-2202769;Complet bébé;3 500 CFA;HLM, Dakar, Sénégal;
1707810434-527;15;15;https://sn.coinafrique.com/categorie/vetements-enfants?page=15;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/slip-pour-enfant-2205828;Slip pour enfant;7 500 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_3462374_uploaded_image3_1638371268.jpeg
1707810440-528;15;15;https://sn.coinafrique.com/categorie/vetements-enfants?page=15;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/bambinerie-2214815;Bambinerie;Prix sur demande;Geule Tapée, Dakar, Sénégal;https://images.coinafrique.com/thumb_2403473_uploaded_image1_1594066049.jpg
1707810448-529;15;15;https://sn.coinafrique.com/categorie/vetements-enfants?page=15;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-2214842;Vêtement enfant;Prix sur demande;Geule Tapée, Dakar, Sénégal;https://images.coinafrique.com/thumb_4519620_uploaded_image1_1703885107.jpg
1707809384-362;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-pour-bebe-1910628;Vêtements pour bébé;Prix sur demande;HLM, Dakar, Sénégal;
1707809390-363;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-1936151;Vêtements bébé;5 000 CFA;Medina, Dakar, Sénégal;
1707809399-364;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-1943528;Vêtement enfant;7 000 CFA;HLM, Dakar, Sénégal;https://images.coinafrique.com/thumb_3774517_uploaded_image1_1657107012.jpg
1707809404-365;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-1er-age-a-1943535;Ensemble bébé 1er âge a;2 500 CFA;HLM, Dakar, Sénégal;
1707809410-366;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-1943553;Ensemble enfant;5 000 CFA;HLM, Dakar, Sénégal;https://images.coinafrique.com/thumb_2033828_uploaded_image1_1588247617.46.jpeg
1707809415-367;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-bebe-1943562;Ensemble pour bébé;Prix sur demande;HLM, Dakar, Sénégal;https://images.coinafrique.com/thumb_3396563_uploaded_image1_1634810875.jpg
1707809421-368;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-1951634;Vêtements enfant;5 000 CFA;HLM, Dakar, Sénégal;https://images.coinafrique.com/thumb_3774517_uploaded_image1_1657107012.jpg
1707809430-369;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/grenouillere-bebe-1951637;Grenouillère bébé;Prix sur demande;HLM, Dakar, Sénégal;
1707809435-370;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-1951650;Vêtement enfant;7 000 CFA;HLM, Dakar, Sénégal;https://images.coinafrique.com/thumb_3774517_uploaded_image1_1657107012.jpg
1707809441-371;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/habits-pour-bebe-1951656;Habits pour bébé;5 000 CFA;HLM, Dakar, Sénégal;
1707809446-372;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/calecons-enfant-1953332;Caleçons enfant;8 500 CFA;Mermoz-Sacré-Cœur, Dakar, Sénégal;https://images.coinafrique.com/thumb_3412103_uploaded_image1_1635684897.jpg
1707809451-373;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robes-1954333;Robes;3 000 CFA;HLM, Dakar, Sénégal;https://images.coinafrique.com/thumb_4223428_uploaded_image1_1684582026.jpg
1707809460-374;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robe-bebe-1954347;Robe bébé;Prix sur demande;HLM, Dakar, Sénégal;https://images.coinafrique.com/thumb_2732121_uploaded_image1_1604324288.jpg
1707809466-375;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robes-1956418;Robes;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4430601_uploaded_image1_1698283193.jpg
1707809471-376;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/slip-pour-enfant-1959520;Slip pour enfant;8 000 CFA;Mermoz-Sacré-Cœur, Dakar, Sénégal;https://images.coinafrique.com/thumb_3462374_uploaded_image3_1638371268.jpeg
1707809477-377;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/calcon-pour-enfant-original-1973167;Calçon pour enfant  original;5 000 CFA;Medina, Dakar, Sénégal;https://images.coinafrique.com/thumb_1973167_uploaded_image1_1587307834.22.jpeg
1707809482-378;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/body-enfants-carters-lot-de-4-1975489;Body Enfants Carters - Lot de 4;8 000 CFA;Medina, Dakar, Sénégal;https://images.coinafrique.com/thumb_1975489_uploaded_image1_1587346902.19.jpeg
1707809492-379;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-1980838;Vêtements enfants;Prix sur demande;Ngor, Dakar, Sénégal;https://images.coinafrique.com/thumb_4511886_uploaded_image1_1703350307.jpg
1707809498-380;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/couche-culotte-softcare-1985053;Couche culotte softcare;10 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_1985053_uploaded_image1_1587488603.71.jpeg
1707809504-381;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/12-slips-pour-enfant-1996790;12 slips pour enfant;5 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_1996790_uploaded_image1_1587662462.87.jpeg
1707809513-382;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/bonnet-pour-bebe-1998881;Bonnet pour bébé;2 000 CFA;HLM, Dakar, Sénégal;
1707809520-383;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-avec-ba-1998886;Ensemble avec bâ;Prix sur demande;HLM, Dakar, Sénégal;
1707809527-384;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/bonnets-pour-enfant-2007169;Bonnets pour enfant;2 000 CFA;HLM, Dakar, Sénégal;https://images.coinafrique.com/thumb_2007169_uploaded_image1_1587822850.26.jpeg
1707809533-385;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2013703;Vêtements enfants;2 000 CFA;Pikine, Sénégal;https://images.coinafrique.com/thumb_3774517_uploaded_image1_1657107012.jpg
1707809542-386;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robes-pour-enfants-2017027;Robes pour enfants;15 000 CFA;Biscuiterie, Dakar, Sénégal;https://images.coinafrique.com/thumb_3758410_uploaded_image1_1656180793.jpg
1707809552-387;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfants-2021987;Robe enfants;15 000 CFA;Biscuiterie, Dakar, Sénégal;https://images.coinafrique.com/thumb_3758410_uploaded_image1_1656180793.jpg
1707809558-388;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-2025042;Robes enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4430601_uploaded_image1_1698283193.jpg
1707809565-389;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfants-2025745;Robe Enfants;15 000 CFA;Biscuiterie, Dakar, Sénégal;https://images.coinafrique.com/thumb_3758410_uploaded_image1_1656180793.jpg
1707809571-390;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/slip-pour-enfant-2029473;Slip pour enfant;7 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_3462374_uploaded_image3_1638371268.jpeg
1707809577-391;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-2033791;Robe enfant;7 000 CFA;HLM, Dakar, Sénégal;https://images.coinafrique.com/thumb_2033791_uploaded_image1_1588247233.69.jpeg
1707809585-392;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-2033801;Vêtement enfant;Prix sur demande;HLM, Dakar, Sénégal;https://images.coinafrique.com/thumb_3774517_uploaded_image1_1657107012.jpg
1707809590-393;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-5-pieces-2033818;Ensemble bébé 5 pièces;8 000 CFA;HLM, Dakar, Sénégal;
1707809596-394;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-2033828;Ensemble enfant;10 000 CFA;HLM, Dakar, Sénégal;https://images.coinafrique.com/thumb_2033828_uploaded_image1_1588247617.46.jpeg
1707809602-395;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-2038784;Vêtement enfant;10 000 CFA;Grand Yoff, Dakar, Sénégal;https://images.coinafrique.com/thumb_3774517_uploaded_image1_1657107012.jpg
1707809608-396;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-2038808;Vêtement enfant;5 000 CFA;Grand Yoff, Dakar, Sénégal;https://images.coinafrique.com/thumb_3774517_uploaded_image1_1657107012.jpg
1707809614-397;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-2039586;Robe enfant;15 000 CFA;Biscuiterie, Dakar, Sénégal;https://images.coinafrique.com/thumb_3758410_uploaded_image1_1656180793.jpg
1707809620-398;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-fait-main-2041432;Robes enfant fait main;15 000 CFA;Biscuiterie, Dakar, Sénégal;https://images.coinafrique.com/thumb_3663325_uploaded_image1_1650536012.jpg
1707809629-399;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-2044622;Robe enfant;15 000 CFA;Biscuiterie, Dakar, Sénégal;https://images.coinafrique.com/thumb_3758410_uploaded_image1_1656180793.jpg
1707809635-400;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-2044629;Robe enfant;15 000 CFA;Biscuiterie, Dakar, Sénégal;https://images.coinafrique.com/thumb_3758410_uploaded_image1_1656180793.jpg
1707809640-401;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robes-2045971;Robes;15 000 CFA;Fann, Dakar, Sénégal;https://images.coinafrique.com/thumb_2045971_uploaded_image1_1588443944.jpg
1707809649-402;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-2050296;Robe enfant;15 000 CFA;Biscuiterie, Dakar, Sénégal;https://images.coinafrique.com/thumb_3758410_uploaded_image1_1656180793.jpg
1707809655-403;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/tuniques-enfants-2051266;Tuniques enfants;Prix sur demande;Sénégal;https://images.coinafrique.com/thumb_3087733_uploaded_image1_1619763855.jpg
1707809661-404;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfants-2054142;Robe enfants;15 000 CFA;Biscuiterie, Dakar, Sénégal;https://images.coinafrique.com/thumb_3758410_uploaded_image1_1656180793.jpg
1707809669-405;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/transats-pour-bebe-2059938;Transats pour bébé;40 000 CFA;HLM, Dakar, Sénégal;
1707809675-406;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/tuniques-enfant-2066977;Tuniques enfant;20 000 CFA;Fann, Dakar, Sénégal;https://images.coinafrique.com/thumb_2066977_uploaded_image1_1588770353.jpg
1707809681-407;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-2068470;Robe enfant;15 000 CFA;Biscuiterie, Dakar, Sénégal;https://images.coinafrique.com/thumb_3758410_uploaded_image1_1656180793.jpg
1707809686-408;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-garcon-2074826;Ensemble pour garçon;Prix sur demande;Sénégal;https://images.coinafrique.com/thumb_4571564_uploaded_image1_1706728937.jpg
1707809694-409;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/tenu-traditionnel-enfant-2075122;Tenu traditionnel enfant;Prix sur demande;Sénégal;https://images.coinafrique.com/thumb_2075122_uploaded_image1_1588877022.18.jpeg
1707809699-410;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-2087136;Vêtements bébé;2 500 CFA;Parcelle Assainies, Dakar, Sénégal;
1707809705-411;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/slip-enfant-2087466;Slip enfant;7 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_3462374_uploaded_image3_1638371268.jpeg
1707809712-412;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/qamis-pour-petit-2090969;Qamis pour petit;10 000 CFA;Fann, Dakar, Sénégal;https://images.coinafrique.com/thumb_2090969_uploaded_image1_1589145852.jpg
1707809719-413;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/habillement-bebe-2096422;Habillement bébé;Prix sur demande;HLM, Dakar, Sénégal;
1707809726-414;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robe-2096621;Robe;Prix sur demande;Ouakam, Dakar, Sénégal;https://images.coinafrique.com/thumb_4430601_uploaded_image1_1698283193.jpg
1707809734-415;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/calecon-pour-enfants-2097474;Caleçon pour enfants;7 500 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_3412103_uploaded_image1_1635684897.jpg
1707809740-416;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-de-classe-pour-bebe-2099466;vêtements de classe pour bébé;16 000 CFA;Parcelle Assainies, Dakar, Sénégal;
1707809746-417;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-pour-enfants-2102512;Vêtements pour enfants;25 000 CFA;Fann, Dakar, Sénégal;https://images.coinafrique.com/thumb_4519620_uploaded_image1_1703885107.jpg
1707809752-418;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robe-bebe-2102599;Robe bébé;4 000 CFA;HLM, Dakar, Sénégal;https://images.coinafrique.com/thumb_2732121_uploaded_image1_1604324288.jpg
1707809758-419;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/world-classe-vetements-enfants-2109272;World classe Vêtements enfants;40 000 CFA;Dakar Plateau, Dakar, Sénégal;
1707809767-420;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/complet-enfant-2110252;Complet enfant;15 000 CFA;Fann, Dakar, Sénégal;https://images.coinafrique.com/thumb_2110252_uploaded_image1_1589447206.jpg
1707809773-421;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-2110256;Vêtement enfant;15 000 CFA;Fann, Dakar, Sénégal;https://images.coinafrique.com/thumb_4519620_uploaded_image1_1703885107.jpg
1707809778-422;16;16;https://sn.coinafrique.com/categorie/vetements-enfants?page=16;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2110260;Vêtements  enfants;20 000 CFA;Fann, Dakar, Sénégal;https://images.coinafrique.com/thumb_4519620_uploaded_image1_1703885107.jpg
