web-scraper-order;web-scraper-start-url;chaussures_links;chaussures_links-href;type_chaussures;prix;adresse;image_lien-src
1707674517-1;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-750016;Chaussures enfant;Prix sur demande;Guédiawaye, Dakar, Sénégal;https://images.coinafrique.com/thumb_750022_uploaded_image1_1563279678.59.png
1707674531-2;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-750022;Chaussures enfant;Prix sur demande;Guédiawaye, Dakar, Sénégal;https://images.coinafrique.com/thumb_750022_uploaded_image1_1563279678.59.png
1707674551-3;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-781661;Claquettes  enfants;Prix sur demande;Sénégal;https://images.coinafrique.com/thumb_3768510_uploaded_image1_1656771169.jpg
1707674572-4;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792038;Chaussures enfant;Prix sur demande;Point E, Dakar, Sénégal;https://images.coinafrique.com/thumb_4588141_uploaded_image1_1707596385.jpg
1707674586-5;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792041;Chaussures enfant;Prix sur demande;Point E, Dakar, Sénégal;https://images.coinafrique.com/thumb_4588141_uploaded_image1_1707596385.jpg
1707674667-6;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792044;Chaussures enfant;Prix sur demande;Point E, Dakar, Sénégal;https://images.coinafrique.com/thumb_4588141_uploaded_image1_1707596385.jpg
1707674686-7;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792099;Chaussures enfant;Prix sur demande;Point E, Dakar, Sénégal;https://images.coinafrique.com/thumb_4588141_uploaded_image1_1707596385.jpg
1707674719-8;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792468;Chaussures enfant;4 000 CFA;Sénégal;https://images.coinafrique.com/thumb_4588141_uploaded_image1_1707596385.jpg
1707674737-9;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-796879;Chaussures enfant;Prix sur demande;Fann, Dakar, Sénégal;https://images.coinafrique.com/thumb_4588141_uploaded_image1_1707596385.jpg
1707674751-10;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-796881;Chaussures enfants;Prix sur demande;Fann, Dakar, Sénégal;https://images.coinafrique.com/thumb_4588141_uploaded_image1_1707596385.jpg
1707674763-11;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-796883;Chaussures enfants;Prix sur demande;Fann, Dakar, Sénégal;https://images.coinafrique.com/thumb_4588141_uploaded_image1_1707596385.jpg
1707674771-12;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-mocassins-enfant-797188;Chaussures mocassins enfant;Prix sur demande;Les Parcelles Assainies, Dakar, Sénégal;https://images.coinafrique.com/thumb_3354895_uploaded_image1_1632752207.jpg
1707674796-13;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-799181;Chaussures enfant;Prix sur demande;Petit-Mbao, Dakar, Sénégal;https://images.coinafrique.com/thumb_4588141_uploaded_image1_1707596385.jpg
1707674806-14;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-799556;Chaussures enfant;Prix sur demande;Biscuiterie, Dakar, Sénégal;https://images.coinafrique.com/thumb_4588141_uploaded_image1_1707596385.jpg
1707674820-15;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/talons-fillette-801320;Talons fillette;Prix sur demande;Sénégal;https://images.coinafrique.com/thumb_801336_uploaded_image1_1564654599.57.png
1707674832-16;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-talons-fillette-801329;Chaussures talons fillette;Prix sur demande;Sénégal;https://images.coinafrique.com/thumb_801329_uploaded_image1_1564654543.94.png
1707674844-17;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/talons-rases-801336;Talons rasés;Prix sur demande;Sénégal;
1707674859-18;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-811210;Chaussures enfants;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4588141_uploaded_image1_1707596385.jpg
1707674872-19;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813196;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707674882-20;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813203;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707674898-21;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813206;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707674908-22;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813210;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707674918-23;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813213;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707674934-24;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813222;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707674944-25;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813226;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707674959-26;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813228;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707674976-27;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813230;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707674991-28;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813239;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675000-29;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813272;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675010-30;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813282;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675021-31;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813287;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675029-32;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813299;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675045-33;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813303;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675054-34;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813318;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675064-35;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-824543;Chaussures enfant;8 000 CFA;Les Parcelles Assainies, Dakar, Sénégal;https://images.coinafrique.com/thumb_4588141_uploaded_image1_1707596385.jpg
1707675074-36;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-825843;Chaussures enfant;8 000 CFA;Les Parcelles Assainies, Dakar, Sénégal;https://images.coinafrique.com/thumb_4588141_uploaded_image1_1707596385.jpg
1707675082-37;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-838285;Chaussures Enfant;8 000 CFA;Les Parcelles Assainies, Dakar, Sénégal;https://images.coinafrique.com/thumb_4588141_uploaded_image1_1707596385.jpg
1707675091-38;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-838292;Mocassins Enfant;Prix sur demande;Les Parcelles Assainies, Dakar, Sénégal;https://images.coinafrique.com/thumb_3354895_uploaded_image1_1632752207.jpg
1707675106-39;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-848875;Chaussures enfant;8 500 CFA;Cambérène, Dakar, Sénégal;https://images.coinafrique.com/thumb_4588141_uploaded_image1_1707596385.jpg
1707675115-40;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-854221;Chaussures enfant;6 000 CFA;Les Parcelles Assainies, Dakar, Sénégal;https://images.coinafrique.com/thumb_4588141_uploaded_image1_1707596385.jpg
1707675130-41;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/ensemble-talon-861833;Ensemble talon;15 000 CFA;Cambérène, Dakar, Sénégal;https://images.coinafrique.com/thumb_861833_uploaded_image1_1566391948.31.png
1707675141-42;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-878800;Chaussures enfant;7 500 CFA;Sénégal;https://images.coinafrique.com/thumb_4588141_uploaded_image1_1707596385.jpg
1707675152-43;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-878809;Chaussures enfant;7 500 CFA;Cambérène, Dakar, Sénégal;https://images.coinafrique.com/thumb_4588141_uploaded_image1_1707596385.jpg
1707675167-44;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-884530;Chaussures pour enfant;13 000 CFA;Sénégal;https://images.coinafrique.com/thumb_4588141_uploaded_image1_1707596385.jpg
1707675183-45;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfants-891362;Mocassins enfants;6 000 CFA;Les Parcelles Assainies, Dakar, Sénégal;https://images.coinafrique.com/thumb_3354895_uploaded_image1_1632752207.jpg
1707675206-46;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-892593;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4588141_uploaded_image1_1707596385.jpg
1707675224-47;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-892611;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4588141_uploaded_image1_1707596385.jpg
1707675238-48;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-892617;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4588141_uploaded_image1_1707596385.jpg
1707675248-49;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-892623;Chaussures;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4588141_uploaded_image1_1707596385.jpg
1707675260-50;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-894185;Chaussures enfants;8 000 CFA;Sénégal;https://images.coinafrique.com/thumb_4588141_uploaded_image1_1707596385.jpg
1707675269-51;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-baskets-894226;Chaussures Baskets;15 000 CFA;Sénégal;https://images.coinafrique.com/thumb_4201412_uploaded_image1_1683164968.jpg
1707675286-52;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfant-894267;Claquettes enfant;8 000 CFA;Sénégal;https://images.coinafrique.com/thumb_3768510_uploaded_image1_1656771169.jpg
1707675296-53;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-894314;Chaussures enfants;10 000 CFA;Sénégal;https://images.coinafrique.com/thumb_4588141_uploaded_image1_1707596385.jpg
1707675317-54;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-902724;Chaussures Enfants;12 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675327-55;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-902727;Baskets;12 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_3848408_uploaded_image1_1661541004.jpg
1707675338-56;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-905353;Chaussures pour enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675347-57;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905360;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675363-58;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905363;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675397-59;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905365;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675428-60;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905367;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675441-61;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905369;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675471-62;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905373;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675485-63;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-905376;Chaussures pour enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675499-64;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905378;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675510-65;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905383;Chaussures  enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675535-66;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905385;chaussures  enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675555-67;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905388;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675576-68;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905394;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675601-69;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905397;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675631-70;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905399;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675642-71;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905401;Chaussures  enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675662-72;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905406;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675677-73;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905410;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675704-74;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905412;Chaussures  enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675722-75;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905416;Chaussures   enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675741-76;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905422;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675768-77;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905424;Chaussures  enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675807-78;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-905429;Chaussures pour enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675830-79;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905430;Chaussures  enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675847-80;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-905432;Chaussures pour enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675877-81;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905437;Chaussures  enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675903-82;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905439;Chaussures  enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675922-83;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905442;Chaussures  enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675943-84;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905446;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675965-85;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905450;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675981-86;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905452;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707675999-87;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905455;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707676018-88;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905461;Chaussures enfant;Prix sur demande;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
1707676035-89;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-zara-905654;Chaussures enfants Zara;7 000 CFA;Sénégal;https://images.coinafrique.com/thumb_905654_uploaded_image1_1567532748.81.png
1707676098-90;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-919324;Chaussures enfant;10 000 CFA;Sénégal;https://images.coinafrique.com/thumb_919324_uploaded_image1_1567854655.1.png
1707676117-91;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-lacoste-enfant-919329;Baskets Lacoste - enfant;15 000 CFA;Mermoz-Sacré-Cœur, Dakar, Sénégal;https://images.coinafrique.com/thumb_919329_uploaded_image1_1567854794.2.png
1707676145-92;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-et-sacs-enfants-947507;Chaussures et sacs - enfants;15 000 CFA;Saly, Sénégal;https://images.coinafrique.com/thumb_947507_uploaded_image1_1568567749.69.png
1707676175-93;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;favorite_border4années;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-961311;Chaussures enfants;10 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg
